종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"003800","에이스침대","KOSDAQ","우량기업부","31350","950","3.13","30400","31400","30250","5419","168142700","347671500000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","2545","60","2.41","2485","2670","2480","68406","176648630","192163874530","75506434"
"241840","에이스토리","KOSDAQ","중견기업부","10200","-100","-0.97","10300","10370","10170","6713","68547940","97307938800","9539994"
"364950","에이아이코리아","KOSDAQ","벤처기업부","8350","70","0.85","8310","8360","8200","26368","218512535","67895010650","8131139"
"453860","에이에스텍","KOSDAQ","벤처기업부","17530","-170","-0.96","17700","18030","17430","13533","237965385","99170978950","5657215"
"312610","에이에프더블류","KOSDAQ","벤처기업부","1275","-15","-1.16","1290","1290","1275","1531","1960274","25827532200","20256888"
"015260","에이엔피","KOSPI",,"430","-3","-0.69","439","439","424","28910","12432032","19400264420","45116894"
"172670","에이엘티","KOSDAQ","벤처기업부","7200","-200","-2.70","7400","7440","7160","24965","181059410","64513864800","8960259"
"495900","에이엠시지","KONEX","일반기업부","10860","0","0.00","0","0","0","0","0","53381070240","4915384"
"234070","에이원알폼","KONEX","일반기업부","1049","-1","-0.10","1049","1049","1049","1","1049","7301777447","6960703"
"481070","에이유브랜즈","KOSDAQ","중견기업부","20050","550","2.82","20000","20250","19320","17401","345212060","283908000000","14160000"
"445090","에이직랜드","KOSDAQ","벤처기업부","31650","-550","-1.71","32200","32350","31500","12362","392344275","344088039000","10871660"
"295310","에이치브이엠","KOSDAQ","기술성장기업부","27700","100","0.36","27700","28000","27250","32120","887795450","329683488700","11901931"
"072990","에이치시티","KOSDAQ","우량기업부","8810","80","0.92","8810","8880","8740","1182","10421060","64888433960","7365316"
"044990","에이치엔에스하이텍","KOSDAQ","기술성장기업부","15500","200","1.31","15300","15550","15110","8956","138192420","124558992000","8036064"
"239610","에이치엘사이언스","KOSDAQ","벤처기업부","11950","30","0.25","12090","12090","11920","418","4997620","64435774250","5392115"
"036170","에이치엠넥스","KOSDAQ","중견기업부","920","-7","-0.76","927","928","915","48761","44813018","56456375920","61365626"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","2040","0","0.00","2035","2045","2030","4903","9953515","8863800000","4345000"
"477340","에이치엠씨제7호스팩","KOSDAQ","SPAC(소속부없음)","2000","-5","-0.25","2000","2005","1998","3978","7963536","15020000000","7510000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","3830","-20","-0.52","3820","3860","3810","2534","9672613","38971065790","10175213"
"376270","에이치이엠파마","KOSDAQ","기술성장기업부","19690","120","0.61","19570","19690","19150","13420","258933905","138724654530","7045437"
"044780","에이치케이","KOSDAQ","벤처기업부","1353","-4","-0.29","1346","1354","1341","2634","3540258","25038329811","18505787"
"357230","에이치피오","KOSDAQ","우량기업부","2605","-20","-0.76","2630","2630","2585","20288","52755675","109643113635","42089487"
"355690","에이텀","KOSDAQ","기술성장기업부","5640","540","10.59","5110","5850","5040","102011","571162690","30484087200","5404980"
"071670","에이테크솔루션","KOSDAQ","중견기업부","6520","10","0.15","6510","6590","6420","31146","202436440","65200000000","10000000"
"045660","에이텍","KOSDAQ","벤처기업부","14890","-100","-0.67","15000","15020","14840","17064","254383140","122991400000","8260000"
"224110","에이텍모빌리티","KOSDAQ","벤처기업부","12420","-50","-0.40","12470","12480","12330","6832","84831870","66322800000","5340000"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2700","30","1.12","2670","2730","2650","127681","344138745","129600000000","48000000"
"200470","에이팩트","KOSDAQ","중견기업부","2280","-30","-1.30","2295","2310","2260","22463","51052534","96585572040","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","6600","0","0.00","0","0","0","0","0","23760000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","6660","-40","-0.60","6780","6780","6640","49900","333694700","96357892320","14468152"
"007460","에이프로젠","KOSPI",,"662","5","0.76","657","664","654","318544","209814164","206429259512","311826676"
"003060","에이프로젠바이오로직스","KOSPI",,"659","3","0.46","655","665","650","63209","41459287","130750769855","198407845"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","17110","10","0.06","17240","17300","16950","54391","931553640","385447167560","22527596"
"244920","에이플러스에셋","KOSPI",,"6190","50","0.81","6140","6270","6140","68254","422823990","139941619670","22607693"
"278470","에이피알","KOSPI",,"163900","2700","1.67","159600","164500","159300","182173","29431223550","6235420614500","38044055"
"230240","에치에프알","KOSDAQ","우량기업부","18350","650","3.67","17880","18390","17400","33684","608468720","244220150000","13309000"
"159910","에코글로우","KOSDAQ","중견기업부","738","0","0.00","738","747","730","28701","21120955","29437608204","39888358"
"230360","에코마케팅","KOSDAQ","우량기업부","9180","-20","-0.22","9200","9250","9160","21914","201435920","288876506220","31468029"
"038870","에코바이오","KOSDAQ","중견기업부","4050","15","0.37","4080","4085","4005","12449","50205815","56760543450","14014949"
"097780","에코볼트","KOSDAQ","중견기업부","1088","7","0.65","1082","1100","1082","9427","10302193","73690607744","67730338"
"448280","에코아이","KOSDAQ","중견기업부","13290","-120","-0.89","13410","13490","13260","15564","207942070","393797704410","29631129"
"101360","에코앤드림","KOSDAQ","벤처기업부","20850","0","0.00","21050","21350","20700","28504","597050175","370840476900","17786114"
"128540","에코캡","KOSDAQ","우량기업부","1673","6","0.36","1651","1678","1643","26356","43572472","44653139580","26690460"
"086520","에코프로","KOSDAQ GLOBAL","중견기업부","44900","0","0.00","45400","45800","44625","183697","8290891300","6096349224800","135776152"
"450080","에코프로머티","KOSPI",,"48350","200","0.42","48850","49900","48000","262838","12863765300","3381232700400","69932424"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","100700","400","0.40","101600","103000","100000","153227","15507819100","9848595340800","97801344"
"383310","에코프로에이치엔","KOSDAQ","우량기업부","24550","-100","-0.41","24700","24950","24450","18212","448910900","514934580600","20974932"
"038110","에코플라스틱","KOSDAQ","우량기업부","3610","-140","-3.73","3705","3715","3575","1130322","4107105652","148621425700","41169370"
"073540","에프알텍","KOSDAQ","벤처기업부","1951","14","0.72","1916","1973","1912","29278","56440583","22241400000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","7750","-30","-0.39","7780","7790","7630","7112","54974285","88430073000","11410332"
"036810","에프에스티","KOSDAQ","우량기업부","19080","-390","-2.00","19470","19660","19010","48155","926382535","418927119840","21956348"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","3990","115","2.97","3875","4000","3875","486","1915355","61417303920","15392808"
"083500","에프엔에스테크","KOSDAQ","우량기업부","12710","220","1.76","12490","12840","12380","14729","186792560","108997426620","8575722"
"446440","에피바이오텍","KONEX","일반기업부","10300","-880","-7.87","11180","11180","10300","8","86130","23760853700","2306879"
"054940","엑사이엔씨","KOSDAQ","중견기업부","737","0","0.00","737","745","730","28270","20740652","24448904876","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","5270","40","0.76","5290","5300","5230","13753","72440330","198825674640","37727832"
"373110","엑셀세라퓨틱스","KOSDAQ","기술성장기업부","3145","5","0.16","3135","3155","3115","10574","33064085","34401462990","10938462"
"205100","엑셈","KOSDAQ","벤처기업부","2285","-15","-0.65","2305","2305","2270","292895","670023765","163291373780","71462308"
"356680","엑스게이트","KOSDAQ","벤처기업부","7860","-80","-1.01","7920","7940","7800","99570","781294840","224351847120","28543492"
"070300","엑스큐어","KOSDAQ","벤처기업부","1985","7","0.35","1998","1998","1977","17109","33902044","19708116170","9928522"
"317770","엑스페릭스","KOSDAQ","벤처기업부","3870","30","0.78","3840","3930","3835","163616","637100460","121768714080","31464784"
"373200","엑스플러스","KOSDAQ","벤처기업부","723","-14","-1.90","738","757","712","493638","365131557","72925083387","100864569"
"069920","엑시온그룹","KOSDAQ","중견기업부","2290","50","2.23","2240","2380","2240","303434","699982728","90199797820","39388558"
"092870","엑시콘","KOSDAQ","우량기업부","10170","-100","-0.97","10370","10370","10140","24004","244912745","132726605490","13050797"
"019490","엑시큐어하이트론","KOSPI",,"648","28","4.52","636","664","615","488276","316053039","49528110960","76432270"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","14040","-150","-1.06","14180","14180","13690","21726","302136770","119785770000","8531750"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부","2365","25","1.07","2340","2370","2340","8180","19263110","99732050000","42170000"
"236810","엔비티","KOSDAQ","기술성장기업부","3910","80","2.09","3800","3930","3770","328419","1269975621","66373915660","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","29700","-300","-1.00","30500","30500","28800","7181","210553000","367634025000","12378250"
"333620","엔시스","KOSDAQ","벤처기업부","7120","130","1.86","7040","7140","6990","1557","10962300","75161169280","10556344"
"101400","엔시트론","KOSDAQ","중견기업부","370","1","0.27","370","372","369","23468","8692297","25326770100","68450730"
"036570","엔씨소프트","KOSPI",,"217500","8000","3.82","209500","218000","207000","47041","10089178500","4685824785000","21544022"
"238170","엔에스엠","KONEX","일반기업부","503","-1","-0.20","503","503","503","1391","699673","10449666052","20774684"
"078860","엔에스이엔엠","KOSDAQ","투자주의환기종목(소속부없음)","1347","-10","-0.74","1388","1388","1337","12191","16376156","79960960179","59362257"
"224760","엔에스컴퍼니","KONEX","일반기업부","3200","0","0.00","0","0","0","0","0","12607040000","3939700"
"440820","엔에이치스팩27호","KOSDAQ","관리종목(소속부없음)","2140","0","0.00","0","0","0","0","0","16692000000","7800000"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","2055","0","0.00","2050","2055","2050","60954","125255470","29489250000","14350000"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","2045","0","0.00","2040","2045","2035","11483","23377245","18609500000","9100000"
"481890","엔에이치스팩31호","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2050","2055","2050","2704","5543260","13007250000","6345000"
"265740","엔에프씨","KOSDAQ","중견기업부","10680","100","0.95","10470","10720","10470","117709","1245507565","95391624000","8931800"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","1925","-19","-0.98","1944","1944","1906","14271","27365121","39178273750","20352350"
"455900","엔젤로보틱스","KOSDAQ","기술성장기업부","23100","100","0.43","23200","23600","23000","22453","521992950","350730326100","15183131"
"419080","엔젯","KOSDAQ","기술성장기업부","6950","20","0.29","6930","7120","6930","5483","38110250","73537790150","10580977"
"093510","엔지브이아이","KONEX","일반기업부","1600","0","0.00","1360","1600","1360","31","42400","9632000000","6020000"
"208860","엔지스테크널러지","KOSDAQ","중견기업부","1957","-143","-6.81","2100","2105","1944","330655","657504522","66440097161","33949973"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","1105","-7","-0.63","1129","1129","1088","104167","114306971","93997446010","85065562"
"085310","엔케이","KOSPI",,"829","-1","-0.12","831","839","826","14972","12448953","65391786938","78880322"
"182400","엔케이맥스","KOSDAQ","관리종목(소속부없음)","2020","0","0.00","0","0","0","0","0","172748038620","85518831"
"348370","엔켐","KOSDAQ","중견기업부","55600","-200","-0.36","56200","57000","55200","50686","2837942500","1182350846800","21265303"
"069410","엔텔스","KOSDAQ","벤처기업부","5790","10","0.17","5910","5910","5740","5965","34424170","59317530960","10244824"
"227950","엔투텍","KOSDAQ","중견기업부","368","3","0.82","370","370","360","73189","26603992","63495105296","172541047"
"291230","엔피","KOSDAQ","중견기업부","1692","24","1.44","1660","1705","1660","41445","69972611","74610051300","44095775"
